title,doi,abstract,year,publication_date,cited_by_count,authors,affiliations,topics,source_display_name,type_crossref,researcher,author_id,queried_dataset_terms,matched_dataset_terms,location
"Place, scale and the racial claims made for multiracial children in the 1990 US Census",https://doi.org/10.1080/01419870802021120,"Abstract Abstract Multiracial children embody ambiguities inherent in racial categorization and expose fictions of discrete races. Nevertheless, parents of multiracial children were asked for the 1990 US Census to report a single race for their offspring. Using confidential 1990 Census micro-data, we investigate the choices parents made for the three most common racially mixed household types (Asian-white, black-white and Latino-white) in twelve large metropolitan areas. We find that context affects the reporting of children's racial identity. We examine these effects with models that incorporate three spatial scales: households, neighbourhoods and metropolitan areas. Model estimates reveal that racial claims made by parents of Latino- and Asian-white (but not black-white) children varied significantly across metropolitan area. A neighbourhood's proportion white increased the probability that parents reported their children as white, while a neighbourhood's racial diversity increased the probability that black-white parents claimed a non-white race (black or ‘other’) for their children. Keywords: Racial claimsmixed-race householdsmultiracial childrenneighbourhoodscaleracial identity Acknowledgements This research was made possible by a grant from the Russell Sage Foundation. We thank Rebecca Acosta and the California Census Research Data Center for assistance with the data and Serin Houston for her research support and valuable editorial comments. Previous versions of this paper were presented at the Race, Ethnicity and Place Conference, Howard University, September 2004, and at a seminar at the Baldy Center for Law and Social Policy, SUNY Buffalo, November 2004. We thank the Baldy seminar participants for their input and especially Catherine Cornbleth, Amy Kedron, Charles Lamb and Judy Scales-Trent for their commentaries. This paper reports the results of research and analysis undertaken while the authors were conducting a study approved by the Center for Economic Studies at the US Census Bureau. It has undergone a Census Bureau review more limited in scope than that given to official Census Bureau publications. Research results and conclusions expressed are those of the authors and do not necessarily indicate concurrence by the Census Bureau. It has been screened to ensure that no confidential information is revealed. Notes 1. This layering will always be imperfect because, as Goldberg observes, the census form ‘lags behind the complex negotiations of identities and (self-) identifications in everyday experience, even as it serves in part to shape and fix those identities and identifications’ (1997, pp. 32–3). 2. Most US research that measures contextual effects on parents’ racial claims for their children has relied on large geographic units (Public Use Microsample Areas) containing a minimum population of 100,000. Our analysis is the first to use considerably smaller census tracts that contain between 4,000 and 8,000 people, because the Census Bureau provided us with access to confidential information on individuals in households by census tract of residence for the 1990 Census. While considerable debate remains in the social science literature about the most appropriate scale of neighbourhood cartography (e.g. Martin 2003 Martin, D. G. 2003. ‘Enacting neighborhood’. Urban Geography, 24(5): 361–85. [Taylor & Francis Online], [Web of Science ®] , [Google Scholar]), and we could have used smaller block groups, census tracts are most suitable for two reasons. One, our broader project engages the existing racial residential segregation literature – a literature that predominantly uses census tracts. Two, despite having access to the full one-in-six sample of long-form respondents, our sample sizes remain small. Census tracts seem to us an appropriate compromise between the detail that a smaller geographic unit might provide and the precedent of previous literature and our data demands. 3. We follow demographic convention in treating all respondents that indicate Latino or Hispanic ancestry as a distinct racial category, regardless of their response to the race question. In so doing we do not assume away the multiple identities subsumed with this meta-category (e.g. those based on national origin, nativity, class and political ideology, among many others). Moreover, we explicitly reject the notion that the terms ‘Latino’ or ‘Hispanic’ mark a meaningful category of ethnic identity. Rather, we see the creation of pan-ethnic Latino/Hispanic identity in the US as a process of racial formation. Also, noting ongoing terminological debates, we use the terms Latino and Hispanic interchangeably. 4. Our larger project includes racial mixing between non-white adults. Because the children from these and other mixed-race pairings were numerically infrequent, we cannot publish such data as we would risk disclosure of information deemed confidential by Census Bureau. 5. Even when women retain the names with which they were born, children still most often carry their father's family name. 6. We assume that parents fill out the census questionnaire in households with young children. 7. We identify mixed-race households as those where the race of the adult male and adult female (where the relationship to the household head is reported as married or partner) differ across the standard race categories used in the 1990 Census (white, black, Asian, Indian, other). We treat all respondents who indicate Latino or Hispanic ancestry as a distinct racial category, regardless of their response to the race question (see note 3 for additional discussion). 8. We configured the sample to mitigate endogeneity between residential location decisions and parents’ views of their children's racial identity. The age restriction improves our assumptions that parents fill out the census form. It also reduces the chance that parents may declare racial identity as children see themselves, which is more likely in older children and reflects non-residential settings. We initially restricted the sample to households that did not move between 1985 and 1990 to eliminate recent residential moves made with children in mind. This restriction, however, removed over two-thirds of the sample. We kept recent movers in the sample and controlled for their residential mobility with a variable in the models. 9. The standard entropy diversity measure for each tract is , where k indexes racial groups, j indexes census tracts and t indexes total tract population. The maximum value of Ej is obtained when tract j's population is evenly divided between the k racial groups. Since the number of racial groups limits the magnitude of the maximum value, we include a scaling constant s so that Ej ranges between 0 and 1. We calculated Ej based on individuals in the six standard racial groups (Latino, white, black, Asian, Native American and other).",2008,2008-07-12,28,"{'Richard Wright', 'Steven R. Holloway', 'Margaret East', 'Mark Ellis'}",,"Urban, Neighborhood, and Segregation Studies; Racial and Ethnic Identity Research; School Choice and Performance",Ethnic and Racial Studies,article,Richard A Wright,https://openalex.org/A5080215478,Decennial Census; FSRDC; UCLA RDC; Census Bureau,Census Bureau,UCLA
The Rise of Mixed Parentage: A Sociological and Demographic Phenomenon to Be Reckoned With,https://doi.org/10.1177/0002716218757656,"Ethno-racially mixed parentage is rising in frequency, creating a strong challenge to both census classification schemes and, indeed, to common conceptions of ethnicity and race. Majority (white) and minority (nonwhite or Hispanic) parentage predominates among individuals with mixed-family backgrounds. Yet in public presentations of census data and population projections, individuals with mixed backgrounds are generally classified as nonwhite. We analyze 2013 American Community Survey data and summarize the results of important studies to argue that individuals from mixed majority-minority backgrounds resemble whites more than they do minorities in terms of some key social characteristics and experiences, such as where they grow up and their social affiliations as adults. Those with a black parent are an important exception. An implication of this analysis is that census classification practices for mixed individuals risk distorting conceptions of the current population, especially its youthful portion, and promoting misunderstandings of ethno-racial change.",2018,2018-04-25,49,"{'Duygu Başaran Şahin', 'Brenden Beck', 'Richard Alba'}",,"Racial and Ethnic Identity Research; Family Dynamics and Relationships; Urban, Neighborhood, and Segregation Studies",The Annals of the American Academy of Political and Social Science,article,Richard D Alba,https://openalex.org/A5014686784,Census Household Composition Key File; American Community Survey; BOC PIK Crosswalk American Community Survey (ACS),American Community Survey,Cornell
The New Second Generation in the United States,https://doi.org/10.1111/j.1747-7379.2002.tb00100.x,"Immigration to the United States accelerated in the late 1960s. Since many migrants are young people who form families shortly after arrival, there is now a large and rapidly growing second generation - many of them now young adults who recently completed school and started their careers. There is much speculation about whether this second generation will assimilate into the middle class rapidly or form a new urban underclass. The last census to ask parental birthplace questions was 1970, so an absence of data precluded testing hypotheses about the social and economic progress of the new second generation. In 1994, the Census Bureau returned an inquiry about parental birthplace to the Current Population Survey so there is now an annual national sample of about 16,000 second-generation Americans. Data from the 1998 and 2000 surveys were pooled and analyzed. This investigation demonstrates that these comprehensive new data provide valuable descriptive information about today's second generation and permit the cautious testing of hypotheses concerning social and economic assimilation. They reveal a great diversity among the second generation depending upon country of origin but, in most comparisons, today's second generation exceed their first-generation parents in educational attainment, occupational achievement and economic status. In many comparisons, second-generation groups have educational attainments exceeding those of third- and higher-generation whites and African Americans. These data refute the hypothesis that today's second generation will languish in poverty. Nevertheless, intergenerational progress was less for persons of Puerto Rican and Mexican heritage than for those of Asian, European or South American heritage.",2002,2002-09-01,270,"{'Reynolds Farley', 'Richard Alba'}","University of Michigan–Ann Arbor; University at Albany, State University of New York; Albany State University","Urban, Neighborhood, and Segregation Studies; Migration and Labor Dynamics; Migration, Ethnicity, and Economy",International Migration Review,article,Richard D Alba,https://openalex.org/A5014686784,FSRDC; Cornell RDC; Decennial Census; Baruch RDC; Census Bureau,Census Bureau,Cornell
What Majority-minority Society? A Critical Analysis of the Census Bureau’s Projections of America’s Demographic Future,https://doi.org/10.1177/2378023118796932,"On the basis of demographic projections by the U.S. Census Bureau, many Americans believe that their society will transition soon to a majority-minority one. The author analyzes the latest version of the projections and finds that the pivotal group is made up of individuals who come from mixed minority-white family backgrounds. It is projected to grow very rapidly in coming decades, and Census Bureau classification practices mean that most of its members are counted as minority. Without this classification, however, the emergence of a majority-minority society by 2060 is far from certain. Moreover, the evidence we possess about the characteristics, social affiliations, and identities of mixed individuals contradicts this Census Bureau practice, except for partly black individuals, who suffer from high levels of racism. Taking into account the ambiguous social locations of most mixed minority-white persons, the author suggests that, even should a majority-minority society appear, it will not look like we presently imagine it.",2018,2018-01-01,72,{'Richard Alba'},"The Graduate Center, CUNY","Migration and Labor Dynamics; Urban, Neighborhood, and Segregation Studies; Migration, Refugees, and Integration",Socius Sociological Research for a Dynamic World,article,Richard D Alba,https://openalex.org/A5014686784,FSRDC; Cornell RDC; Decennial Census; Baruch RDC; Census Bureau,Census Bureau,Cornell
"Railroads, Reallocation, and the Rise of American Manufacturing",https://doi.org/10.2139/ssrn.3512196,"We examine impacts of market integration on the development of American manufacturing, as railroads expanded through the latter half of the 19th century. Using new county-by-industry data from the Census of Manufactures, we estimate substantial impacts on manufacturing productivity from relative increases in county market access as railroads expanded. In particular, the railroads increased economic activity in marginally productive counties. Allowing for the presence of factor misallocation generates much larger aggregate economic gains from the railroads than previous estimates. Our estimates highlight how broadly-used infrastructure or technologies can have much larger economic impacts when there are inefficiencies in the economy.",2019,2019-01-01,31,"{'Richard Hornbeck', 'Martin Rotemberg'}",University of Chicago; New York University,Economic Growth and Productivity; Global trade and economics; Historical Economic and Social Studies,SSRN Electronic Journal,article,Richard Hornbeck,https://openalex.org/A5026266432,Census of Manufactures; Annual Survey of Manufactures; FSRDC; Standard Statistical Establishment Listing,Census of Manufactures,Boston
"Railroads, Reallocation, and the Rise of American Manufacturing",https://doi.org/10.3386/w26594,"We examine impacts of market integration on the development of American manufacturing, as railroads expanded through the latter half of the 19th century.Using new county-by-industry data from the Census of Manufactures, we estimate substantial impacts on manufacturing productivity from relative increases in county market access as railroads expanded.In particular, the railroads increased economic activity in marginally productive counties.Allowing for the presence of factor misallocation generates much larger aggregate economic gains from the railroads than previous estimates.Our estimates highlight how broadly-used infrastructure or technologies can have much larger economic impacts when there are inefficiencies in the economy.",2019,2019-12-01,26,"{'Richard Hornbeck', 'Martin Rotemberg'}",National Bureau of Economic Research; Federal Reserve; Federal Reserve Bank of Chicago; Iowa State University; Organisation de Coopération et de Développement Economiques; Institut d'Etudes Politiques de Paris; Williams (United States); University of Chicago; New York University; Williams (United States); National Bureau of Economic Research; Federal Reserve; Federal Reserve Bank of Chicago; Iowa State University; Organisation de Coopération et de Développement Economiques; Institut d'Etudes Politiques de Paris; University of Chicago; New York University,American Environmental and Regional History; Historical Studies and Socio-cultural Analysis,,report,Richard Hornbeck,https://openalex.org/A5026266432,Census of Manufactures; Annual Survey of Manufactures; FSRDC; Standard Statistical Establishment Listing,Census of Manufactures,Boston
"Historical Differences in Female-Owned Manufacturing Establishments: The United States, 1850-1880",https://doi.org/10.3386/w32575,"We characterize female-owned manufacturing establishments using newly digitized manuscripts from the US Census of Manufactures (1850Manufactures ( , 1860Manufactures ( , 1870Manufactures ( , 1880)).Female-owned establishments were smaller than male-owned establishments and had lower capital-to-output ratios, which could reflect more-constrained financial access and other distortions.Female-owned establishments employed more women and paid women higher wages, creating a potential cycle between increased female business ownership and increased female labor market participation.Femaleowned establishments concentrated in sub-industries like women's clothing and millinery, which is associated with some but not all of these differences.We also show how female owners differed from other women in the Population Census.",2024,2024-06-01,0,"{'Richard Hornbeck', 'Martin Rotemberg', 'Ruveyda Gozen', 'Anders Humlum'}",University of Chicago; London School of Economics and Political Science; National Bureau of Economic Research; London School of Economics and Political Science; National Bureau of Economic Research; University of Chicago; London School of Economics and Political Science; National Bureau of Economic Research; New York University; National Bureau of Economic Research,Historical Economic and Social Studies; Historical Gender and Feminism Studies,,report,Richard Hornbeck,https://openalex.org/A5026266432,Census of Manufactures; Annual Survey of Manufactures; FSRDC; Standard Statistical Establishment Listing,Census of Manufactures,Boston
Gaining Steam: Incumbent Lock-In and Entrant Leapfrogging,https://doi.org/10.2139/ssrn.4810599,"We examine the long transition from water to steam power in US manufacturing, focusing on early users of mechanical power: lumber and flour mills. Digitizing Census of Manufactures manuscripts for 1850 to 1880, we show that as steam costs declined, manufacturing activity grew faster in counties with less waterpower potential. This growth was driven by steam powered entrants and agglomeration, as water powered incumbents faced switching barriers primarily from sunk costs. Estimating a dynamic model of firm entry and steam adoption, we find that the interaction of switching barriers and high fixed costs creates a quantitatively important and socially inefficient drag on technology adoption. Despite substantial entry and exit, switching barriers remained influential for aggregate steam adoption throughout the 19th century, as water power required lower fixed costs and therefore was attractive to relatively low productivity entrants. These entrants then became incumbents, locked into water power even if their productivity grew.Institutional subscribers to the NBER working paper series, and residents of developing countries may download this paper without additional charge at www.nber.org.",2024,2024-01-01,0,"{'Richard Hornbeck', 'Martin Rotemberg', 'Shanon Hsuan-Ming Hsu', 'Anders Humlum'}",University of Chicago; University of Chicago; University of Chicago; New York University,Electric Power System Optimization; Global trade and economics; Power System Reliability and Maintenance,SSRN Electronic Journal,article,Richard Hornbeck,https://openalex.org/A5026266432,Census of Manufactures; Annual Survey of Manufactures; FSRDC; Standard Statistical Establishment Listing,Census of Manufactures,Boston
Business Dynamics on American Indian Reservations: Evidence from Longitudinal Datasets,,"We use confidential US Census Bureau data to analyze the difference in business establishment dynamics by geographic location on or off of American Indian reservations over the period of the Great Recession, and subsequent recovery (2007-2016). We geocoded U.S. Census Bureau’s Longitudinal Business Database, a dataset with records of all employer business establishments in the U.S. for location in an American Indian Reservation and used it to examine whether there are differences in business establishment survival rates over time by virtue of their location. We find that business establishments located on American Indian reservations have higher survival rates than establishments located in comparable counties. These results are particularly strong for the education, arts and entertainment, wholesale and retail, and public administration industries. While we are not fully able to explain this result, it is consistent with the business establishments being positively selected with respect to survival given the large obstacles necessary to start a business on a reservation in the first place. Alternatively, there may be certain safeguards in a reservation economy that protect business establishments from external economic shocks.",2020,2020-01-01,0,"{'Randall Akee', 'Elton Mykerezi', 'Richard M. Todd'}",,"Housing Market and Economics; Urban, Neighborhood, and Segregation Studies; Regional Economics and Spatial Analysis",RePEc: Research Papers in Economics,preprint,Richard M Todd,https://openalex.org/A5111929278,Minnesota RDC; Census Bureau; Census of Services; Census of Manufactures; Census of Retail Trade,Census Bureau,Minnesota
Structural versus ethnic dimensions of housing segregation,https://doi.org/10.1080/07352166.2017.1360730,"Racial residential segregation is still very high in many American cities. Some portion of segregation is attributable to socioeconomic differences across racial lines (what we call structural factors); some portion is caused by purely racial factors, such as housing market discrimination and preferences for the race of one's neighbors. Past attempts to measure the structural component of segregation have generally focused on only 1 socioeconomic status (SES) variable and have produced results that are high in potential measurement error. In this article, we use an innovative method and uniquely suitable data (geocoded microdata obtained through the U.S. Census Bureau's Research Data Center [RDC] program) to disaggregate segregation into a ""structural"" and a residual component. Our measure shows the amount of segregation that would remain if we could randomly assign households to housing units based only on nonracial socioeconomic characteristics. This inquiry provides valuable building blocks for understanding and remedying housing segregation.",2017,2017-09-29,10,"{'Yana A. Kucheva', 'Richard H. Sander'}","City College of New York; University of California, Los Angeles","Urban, Neighborhood, and Segregation Studies; School Choice and Performance; Housing Market and Economics",Journal of Urban Affairs,article,Richard Sander,https://openalex.org/A5043196054,American Community Survey; UCLA RDC; FSRDC; Decennial Census; Census Bureau,Census Bureau,UCLA
Effects of a Government-Academic Partnership: Has the NSF-CENSUS Bureau Research Network Helped Improve the US Statistical System?,https://doi.org/10.1093/jssam/smy023,"Abstract The National Science Foundation-Census Bureau Research Network (NCRN) was established in 2011 to create interdisciplinary research nodes on methodological questions of interest and significance to the broader research community and to the Federal Statistical System (FSS), particularly to the Census Bureau. The activities to date have covered both fundamental and applied statistical research and have focused at least in part on the training of current and future generations of researchers in skills of relevance to surveys and alternative measurement of economic units, households, and persons. This article focuses on some of the key research findings of the eight nodes, organized into six topics: (1) improving census and survey data-quality and data collection methods; (2) using alternative sources of data; (3) protecting privacy and confidentiality by improving disclosure avoidance; (4) using spatial and spatio-temporal statistical modeling to improve estimates; (5) assessing data cost and data-quality tradeoffs; and (6) combining information from multiple sources. The article concludes with an evaluation of the ability of the FSS to apply the NCRN’s research outcomes, suggests some next steps, and discusses the implications of this research-network model for future federal government research initiatives.",2018,2018-10-17,6,"{'David C. Folch', 'John M. Abowd', 'Scott H. Holan', 'Jerome P. Reiter', 'Lars Vilhuber', 'Seth Spielman', 'Noel Cressie', 'Christopher K. Wikle', 'Margaret C. Levenstein', 'Robert F. Belli', 'Kristen Olson', 'Jolene D. Smyth', 'Bruce D. Spencer', 'Leen-Kiat Soh', 'Daniel H. Weinberg', 'Matthew D. Shapiro'}",,Census and Population Estimation; Survey Methodology and Nonresponse; Data-Driven Disease Surveillance,Journal of Survey Statistics and Methodology,article,Robert Belli,https://openalex.org/A5011499278,NCRN RDC; FSRDC; Census Bureau; SIPP Event History Calendar (EHC),Census Bureau,NCRN
Effects of a Government-Academic Partnership: Has the NSF-Census Bureau Research Network Helped Secure the Future of the Federal Statistical System?,,"This paper began as a May 8, 2015 presentation to the National Academies of Science’s Committee on National Statistics by two of the principal investigators of the National Science Foundation-Census Bureau Research Network (NCRN) – John Abowd and the late Steve Fienberg (Carnegie Mellon University). The authors acknowledge the contributions of the other principal investigators of the NCRN who are not co-authors of the paper (William Block, William Eddy, Alan Karr, Charles Manski, Nicholas Nagle, and Rebecca Nugent), the co- principal investigators, and the comments of Patrick Cantwell, Constance Citro, Adam Eck, Brian Harris-Kojetin, and Eloise Parker. We note with sorrow the deaths of Stephen Fienberg and Allan McCutcheon, two of the original NCRN principal investigators. The principal investigators also wish to acknowledge Cheryl Eavey’s sterling grant administration on behalf of the NSF. 
The conclusions reached in this paper are not the responsibility of the National Science Foundation (NSF), the 
Census Bureau, or any of the institutions to which the authors belong",2017,2017-10-11,1,"{'David C. Folch', 'John M. Abowd', 'Scott H. Holan', 'Jerome P. Reiter', 'Lars Vilhuber', 'Bruce Spencer', 'Seth Spielman', 'Noel Cressie', 'Christopher K. Wikle', 'Margaret C. Levenstein', 'Robert F. Belli', 'Kristen Olson', 'Jolene D. Smyth', 'Leen‐Kiat Soh', 'Daniel H. Weinberg', 'Matthew D. Shapiro'}",,Census and Population Estimation; Data Analysis with R; Statistics Education and Methodologies,,article,Robert Belli,https://openalex.org/A5011499278,NCRN RDC; FSRDC; Census Bureau; SIPP Event History Calendar (EHC),Census Bureau,NCRN
Effects of a Government-Academic Partnership: Has the NSF-Census Bureau Research Network Helped Improve the U.S. Statistical System?,,"The National Science Foundation-Census Bureau Research Network (NCRN) was established in 2011 to create interdisciplinary research nodes on methodological questions of interest and significance to the broader research community and to the Federal Statistical System (FSS), particularly the Census Bureau. The activities to date have covered both fundamental and applied statistical research and have focused at least in part on the training of current and future generations of researchers in skills of relevance to surveys and alternative measurement of economic units, households, and persons. This paper discusses some of the key research findings of the eight nodes, organized into six topics: (1) Improving census and survey data collection methods; (2) Using alternative sources of data; (3) Protecting privacy and confidentiality by improving disclosure avoidance; (4) Using spatial and spatio-temporal statistical modeling to improve estimates; (5) Assessing data cost and quality tradeoffs; and (6) Combining information from multiple sources. It also reports on collaborations across nodes and with federal agencies, new software developed, and educational activities and outcomes. The paper concludes with an evaluation of the ability of the FSS to apply the NCRN’s research outcomes and suggests some next steps, as well as the implications of this research-network model for future federal government renewal initiatives.",2017,2017-01-01,0,"{'David C. Folch', 'John M. Abowd', 'Scott H. Holan', 'Jerome P. Reiter', 'Lars Vilhuber', 'Seth Spielman', 'Noel Cressie', 'Christopher K. Wikle', 'Margaret C. Levenstein', 'Robert F. Belli', 'Kristen Olson', 'Jolene D. Smyth', 'Leen‐Kiat Soh', 'Bruce D. Spencer', 'Daniel H. Weinberg', 'Matthew D. Shapiro'}",,Census and Population Estimation; demographic modeling and climate adaptation; Survey Methodology and Nonresponse,RePEc: Research Papers in Economics,preprint,Robert Belli,https://openalex.org/A5011499278,NCRN RDC; FSRDC; Census Bureau; SIPP Event History Calendar (EHC),Census Bureau,NCRN
Robot Hubs: The Skewed Distribution of Robots in US Manufacturing,https://doi.org/10.1257/pandp.20231038,"We use establishment-level data from the US Census Bureau's Annual Survey of Manufactures to study the characteristics and geographic locations of investments in robots. We find that the distribution of robots is highly skewed across locations. Some locations, which we call Robot Hubs, have far more robots than one would expect even after accounting for industry and manufacturing employment. We characterize these Robot Hubs along several industry, demographic, and institutional dimensions. The presences of robot integrators, which specialize in helping manufacturers install robots, and of higher levels of union membership are positively correlated with being a Robot Hub.",2023,2023-05-01,7,"{'Catherine Buffington', 'Nathan Goldschlag', 'Robert Seamans', 'J. Frank Li', 'Javier Miranda', 'Erik Brynjolfsson'}",United States Census Bureau; United States Census Bureau; Friedrich Schiller University Jena,Labor market dynamics and wage inequality; Firm Innovation and Growth; Economic Growth and Productivity,AEA Papers and Proceedings,article,Robert C Seamans,https://openalex.org/A5050038373,LEHD Person-Level Demographics (Workers Only; ICF demographics); Annual Survey of Manufactures,Annual Survey of Manufactures,Baruch
Development of Survey Questions on Robotics Expenditures and Use in U.S. Manufacturing Establishments,,"The U.S. Census Bureau in partnership with a team of external researchers developed a series of questions on the use of robotics in U.S. manufacturing establishments. The questions include: (1) capital expenditures for new and used industrial robotic equipment in 2018, (2) number of industrial robots in operation in 2018, and (3) number of industrial robots purchased in 2018. These questions are to be included in the 2018 Annual Survey of Manufactures. This paper documents the background and cognitive testing process used for the development of these questions.",2018,2018-01-01,5,"{'Javier Miranda', 'Robert Seamans', 'Catherine Buffington'}",,Innovation Diffusion and Forecasting; Firm Innovation and Growth; Innovation Policy and R&D,RePEc: Research Papers in Economics,preprint,Robert C Seamans,https://openalex.org/A5050038373,LEHD Person-Level Demographics (Workers Only; ICF demographics); Annual Survey of Manufactures,Annual Survey of Manufactures,Baruch
The Characteristics and Geographic Distribution of Robot Hubs in U.S. Manufacturing Establishments,https://doi.org/10.3386/w31062,"We use data from the Annual Survey of Manufactures to study the characteristics and geography of investments in robots across U.S. manufacturing establishments.We find that robotics adoption and robot intensity (the number of robots per employee) is much more strongly related to establishment size than age.We find that establishments that report having robotics have higher capital expenditures, including higher information technology (IT) capital expenditures.Also, establishments are more likely to have robotics if other establishments in the same Core-Based Statistical Area (CBSA) and industry also report having robotics.The distribution of robots is highly skewed across establishments' locations.Some locations, which we call Robot Hubs, have far more robots than one would expect even after accounting for industry and manufacturing employment.We characterize these Robot Hubs along several industry, demographic, and institutional dimensions.The presence of robot integrators and higher levels of union membership are positively correlated with being a Robot Hub.",2023,2023-03-01,3,"{'Cathy Buffington', 'Nathan Goldschlag', 'Robert Seamans', 'J. Frank Li', 'Javier Miranda', 'Erik Brynjolfsson'}",National Bureau of Economic Research; United States Census Bureau; Halle Institute for Economic Research; New York University; Faculty of 1000 (United States); Stanford University; National Bureau of Economic Research; United States Census Bureau; Stanford University; Halle Institute for Economic Research; New York University; Faculty of 1000 (United States); National Bureau of Economic Research; United States Census Bureau; Stanford University; Halle Institute for Economic Research; New York University; Faculty of 1000 (United States); National Bureau of Economic Research; New York University; United States Census Bureau; Stanford University; Faculty of 1000 (United States); Halle Institute for Economic Research; National Bureau of Economic Research; United States Census Bureau; Stanford University; Faculty of 1000 (United States); Halle Institute for Economic Research; New York University; National Bureau of Economic Research; United States Census Bureau; Stanford University; Halle Institute for Economic Research; New York University; Faculty of 1000 (United States),Advanced Manufacturing and Logistics Optimization,,report,Robert C Seamans,https://openalex.org/A5050038373,LEHD Person-Level Demographics (Workers Only; ICF demographics); Annual Survey of Manufactures,Annual Survey of Manufactures,Baruch
The Characteristics and Geographic Distribution of Robot Hubs in U.S. Manufacturing Establishments,https://doi.org/10.2139/ssrn.4400704,"We use data from the Annual Survey of Manufactures to study the characteristics and geography of investments in robots across U.S. manufacturing establishments. We find that robotics adoption and robot intensity (the number of robots per employee) is much more strongly related to establishment size than age. We find that establishments that report having robotics have higher capital expenditures, including higher information technology (IT) capital expenditures. Also, establishments are more likely to have robotics if other establishments in the same Core-Based Statistical Area (CBSA) and industry also report having robotics. The distribution of robots is highly skewed across establishments’ locations. Some locations, which we call Robot Hubs, have far more robots than one would expect even after accounting for industry and manufacturing employment. We characterize these Robot Hubs along several industry, demographic, and institutional dimensions. The presence of robot integrators and higher levels of union membership are positively correlated with being a Robot Hub.Institutional subscribers to the NBER working paper series, and residents of developing countries may download this paper without additional charge at www.nber.org.",2023,2023-01-01,1,"{'Catherine Buffington', 'Nathan Goldschlag', 'Robert Seamans', 'J. Frank Li', 'Javier Miranda', 'Erik Brynjolfsson'}",National Bureau of Economic Research; Stanford Medicine; United States Census Bureau; United States Census Bureau; Stanford University; New York University,Advanced Manufacturing and Logistics Optimization,SSRN Electronic Journal,article,Robert C Seamans,https://openalex.org/A5050038373,LEHD Person-Level Demographics (Workers Only; ICF demographics); Annual Survey of Manufactures,Annual Survey of Manufactures,Baruch
Development of Survey Questions on Robotics Expenditures and Use in U.S. Manufacturing Establishments,,"The U.S. Census Bureau in partnership with a team of external researchers developed a series of questions on the use of robotics in U.S. manufacturing establishments. The questions include: (1) capital expenditures for new and used industrial robotic equipment in 2018, (2) number of industrial robots in operation in 2018, and (3) number of industrial robots purchased in 2018. These questions are to be included in the 2018 Annual Survey of Manufactures. This paper documents the background and cognitive testing process used for the development of these questions.",2018,2018-01-01,5,"{'Javier Miranda', 'Robert Seamans', 'Catherine Buffington'}",,Innovation Diffusion and Forecasting; Firm Innovation and Growth; Innovation Policy and R&D,RePEc: Research Papers in Economics,preprint,Robert C Seamans,https://openalex.org/A5050038373,Standard Statistical Establishment Listing; LEHD Employer-Level Files (ECF SPF QWI; non-T26); Census Bureau,Census Bureau,Baruch
Distance to an Abortion Provider and Its Association with the Abortion Rate: A Multistate Longitudinal Analysis,https://doi.org/10.1363/psrh.12164,"CONTEXT Although one in four U.S. women has an abortion in her lifetime, barriers to abortion persist, including distance to care. This study evaluates the association between distance to care and the abortion rate, adjusting for abortion demand. METHODS Two analyses were conducted using a data set linking provider locations and 2000–2014 county‐level abortion data for 18 states; data sources included the Census Bureau, state vital statistics offices and the Guttmacher Institute. First, a series of linear regression models were run, with and without adjustment for demographic covariates, modeling distance as both a continuous and a categorical variable. Then, an instrumental variable analysis was conducted in which being 30 or more miles from a large college‐enrolled female population younger than age 25 was used as an instrument for distance to a provider. The outcome variable for all models was abortions per 1,000 women aged 25 or older. All models were adjusted for state, year and state‐year interaction fixed effects. RESULTS Increased distance to a provider was associated with a decreased abortion rate. Each additional mile to a provider was associated with a decrease of 0.011 in the abortion rate. Compared with being within 30 miles of a provider, being between 30 and 90 miles from a provider was associated with 0.80–1.46 fewer abortions per 1,000 women. In the instrumental variable analysis, being 30 or more miles from a provider was associated with 5.26 fewer abortions per 1,000 women. CONCLUSIONS Distance to a provider may present a barrier to abortion by preventing access to care. Therefore, policies that increase travel distances have potential for harm.",2020,2020-12-01,26,"{'Benjamin P. Brown', 'Luciana E. Hebert', 'Robert Kaestner', 'Melissa Gilliam'}",Brown University; Washington State University; University of Chicago; University of Chicago,Reproductive Health and Contraception; Global Maternal and Child Health; Maternal and Perinatal Health Interventions,Perspectives on Sexual and Reproductive Health,article,Robert Kaestner,https://openalex.org/A5079078141,Decennial Census; FSRDC; Chicago RDC; Census Bureau,Census Bureau,Chicago
