,ProjectID,ProjectStatus,ProjectTitle,ProjectRDC,ProjectStartYear,ProjectEndYear,ProjectPI,OutputTitle,OutputBiblio,OutputType,OutputStatus,OutputVenue,OutputYear,OutputMonth,OutputVolume,OutputNumber,OutputPages,DOI,Authors,Abstract,DoiExtract,NormTitle,MatchType,Uniqueness,FuzzScores,FSRDC_related
319,5131533,,U.S. Multinational Services Companies: Effects of Foreign Affiliate Activity on U.S. Employment,,,,"Alejandro, Lisa",U.S. Multinational Services Companies: Effects of Foreign Affiliate Activity on U.S. Employment,,,,,,,,,,,"Alejandro, Lisa, Brown, Richard, Oh, Erick, Peterson, Joann, Brady Pham, Samantha, Reisman, Matthew, Wohl, Isaac","This working paper examines the effect that U.S. services firms’ establishment abroad has on domestic employment. Whereas many papers have explored the employment effects of foreign direct investment in manufacturing, few have explored the effects of services investment. We find that services multinationals’ activities abroad increase U.S. employment by promoting intrafirm exports from parent firms to their foreign affiliates. These exports support jobs at the parents’ headquarters and throughout their U.S. supply chains. Our findings are principally based on economic research and econometric analysis performed by Commission staff, services trade and investment data published by the Bureau of Economic Analysis, and employment data collected by the Bureau of Labor Statistics. In the aggregate, we find that services activities abroad support nearly 700,000 U.S. jobs. Case studies of U.S. multinationals in the banking, computer, logistics, and retail industries provide the global dimensions of U.S. MNC operations and identify domestic employment effects associated with foreign affiliate activity in each industry",,usmultinationalservicescompanies:effectsofforeignaffiliateactivityonusemployment,,True,50.0,True
320,215463390,,Economic Contribution of Agriculture and Food to Arkansas\u27 Gross Domestic Product 1997-2012,,,,"English, Leah",Economic Contribution of Agriculture and Food to Arkansas\u27 Gross Domestic Product 1997-2012,,,,,,,,,,,"English, Leah, Popp, Jennie, Miller, Wayne","Agricultural production, processing, and retail industries are major contributors to the Arkansas economy in terms of GDP. Agriculture contributes to the economy through direct agricultural production, value-added processing, and agricultural retail activities, and it also plays an important role through its interactions with other sectors. The use of non-agricultural goods and services as inputs into the agricultural sector promotes diversified growth in Arkansas’ economy; thus agriculture remains a vital part of Arkansas’ economy. This report: 1) compares the relative size of the Agriculture and Food Sector in Arkansas with those of neighboring states, the Southeastern region of the United States, and the nation; 2) provides an overview of Arkansas’ economy and discusses Arkansas’ agricultural sector in relation to the state economy; and 3) examines components of agricultural production and processing, including a review of historical sales trends for raw and processed agricultural output",,economiccontributionofagricultureandfoodtoarkansas\u27grossdomesticproduct19972012,,True,49.0,True
322,12015664,,"How important are human capital, physical capital and total factor productivity for determining state economic growth in the United States: 1840-2000?",,,,"Turner, Chad","How important are human capital, physical capital and total factor productivity for determining state economic growth in the United States: 1840-2000?",,,,,,,,,,10.2139/ssrn.1004546,"Turner, Chad, Tamura, Robert, Mulholland, Sean","This paper creates a new data set on physical capital at the state level for the United States from 1840 - 2000.  Combining these new data with state level human capital and output data enables us to estimate the contribution of aggregate input growth and total factor productivity (TFP) growth to output growth across states from 1840 - 2000, and to decompose the cross-sectional variance of output growth into the component explained by variation in aggregate inputs and the compenent explained by variation in TFP.  As our data are across states instead of across countries, one would expect less institutional heterogeneity in this study than in studies using cross-country comparisons.  We find that that 65% of average output growth from 1840 - 2000 is accounted for by average input growth.  We find a plausible upper bound of output variation explained by TFP growth is 91%, while a plausible upper bound of output variation explained by input growth is 62%.  Interestingly, even at the state level where the unit of observation is more homogeneous, TFP continues to be an important determinant of both the growth of and the variation of output per worker",102139ssrn1004546,howimportantarehumancapitalphysicalcapitalandtotalfactorproductivityfordeterminingstateeconomicgrowthintheunitedstates:18402000?,,True,49.0,True
324,75784448,,Trade and Jobs: Can We Trust the Models?,,,,David Rosnick,Trade and Jobs: Can We Trust the Models?,,,,,,,,,,,"David Rosnick, Dean Baker",This paper notes the poor track record of CGE models like the ones used by the Peterson Institute and the International Trade Commission in projecting the changes in patterns of trade following recent trade deals. These models failed to project the large rise in the U.S. trade deficit with Mexico following the implementation of NAFTA or with South Korea following the implementation of KORUS. Past research has shown that these models also failed to correctly identify the winning and losing industries in trade with Mexico following NAFTA. This analysis shows that the ITC model similarly failed to identify winning and losing industries following the implementation of the KORUS,,tradeandjobs:canwetrustthemodels?,,True,48.0,True
325,6836282,,Changes in the Functional Distribution of Household Income in Washington: A Comparison using 1990 and 2000 PUMS Census Data,,,,Joshua Berning,Changes in the Functional Distribution of Household Income in Washington: A Comparison using 1990 and 2000 PUMS Census Data,,,,,,,,,,,"Joshua Berning, David Holland","This paper examines and details the main sources of household income in Washington using the Census of Population PUMS microsample. In accord with the generally good economy in the 1990’s, the share of property type income in total household income increased from 1990 to 2000. And with welfare reform in the mid-1990’s the share of public assistance type income decreased as a share of household income. In order to better understand the relative importance of alternative sources of income to Washington households, each household was identified according to the income source which provided the largest contribution to household income. For example, a household whose largest source of income comes from salary and wages was identified as a Labor household. Similarly, households whose largest source of income was interest, dividends or net rentals were identified as Capital households. Labor and capital households are not very different in terms of mean household income. In 2000, average household income of Labor households was $65,300 while the average household income of Capital households was $96,200. However, Labor households were very different than Capital household regarding diversification of income source. Labor households depended upon wage income for 92 percent of mean household income. Capital households obtained 70 percent of their mean household income from interest, dividends and rents, but also had 11 percent of their mean income from wages and 15 percent of their mean income from social security and pensions.Sources of household income in washington, labor's share of income, capital's share of income",,changesinthefunctionaldistributionofhouseholdincomeinwashington:acomparisonusing1990and2000pumscensusdata,,True,53.0,True
326,75778151,,The Impact of Oakland's Proposed City Minimum Wage Law: A Prospective Study,,,,Annette Bernhardt,The Impact of Oakland's Proposed City Minimum Wage Law: A Prospective Study,,,,,,,,,,,"Annette Bernhardt, Ian Perry, Ken Jacobs, Michael Reich","The Lift Up Oakland Coalition, an alliance of community, labor, small business, and faith organizations, has placed an initiative on the Oakland November 2014 ballot that would establish a minimum wage of $12.25 for businesses in the city starting March 1, 2015. This study examines the effects of a $12.25 minimum wage on Oakland workers and businesses. Drawing on a variety of government data sources, we estimate that more than a quarter of the Oakland workforce would benefit from the proposed policy, with the average worker earning an additional $2,700 a year. Our analysis of the existing economic research literature suggests that businesses will adjust to modest increases in operating costs through reduced employee turnover costs, improved work performance, and a small, one-time increase in restaurant prices",,theimpactofoakland'sproposedcityminimumwagelaw:aprospectivestudy,,True,46.0,True
327,215463388,,Economic Contribution of the Agricultural Sector to the Arkansas Economy in 1997-2014,,,,"English, Leah",Economic Contribution of the Agricultural Sector to the Arkansas Economy in 1997-2014,,,,,,,,,,,"English, Leah, Popp, Jennie, Miller, Wayne","Agricultural production, processing, and retail industries are major contributors to the Arkansas economy in terms of GDP. Agriculture contributes to the economy through direct agricultural production, value-added processing, and agricultural retail activities",,economiccontributionoftheagriculturalsectortothearkansaseconomyin19972014,,True,51.0,True
329,5131371,,U.S. International Trade: Trends and Forecasts,,,,"Nanto, Dick K",U.S. International Trade: Trends and Forecasts,,,,,,,,,,,"Nanto, Dick K, Donnelly, J. Michael","[Excerpt] This report provides an overview of the current status, trends, and forecasts for U.S. import and export flows as well as certain balances. The purpose of this report is to provide current data and brief explanations for the various types of trade flows along with a brief discussion of trends that may require attention or point to the need for policy changes. The use of trade policy as an economic or strategic tool is beyond the scope of this report but can be found in various other CRS reports. Further detail on trade in specific commodities, with particular countries or regions, or for different time periods, can be obtained from the Department of Commerce, U.S. International Trade Commission, or by contacting the authors of this report",,usinternationaltrade:trendsandforecasts,,True,66.0,True
330,6986846,,"Entry, exit and plant-level dynamics over the business cycle",,,,Yoonsoo Lee,"Entry, exit and plant-level dynamics over the business cycle",,,,,,,,,,,"Yoonsoo Lee, Toshihiko Mukoyama","This paper analyzes the implications of plant-level dynamics over the business cycle. We first document basic patterns of entry and exit of U.S. manufacturing plants, in terms of employment and productivity between 1972 and 1997. We show how entry and exit patterns vary during the business cycle, and that the cyclical pattern of entry is very different from the cyclical pattern of exit. Second, we build a general equilibrium model of plant entry, exit, and employment and compare its predictions to the data. In our model, plants enter and exit endogenously, and the size and productivity of entering and exiting plants are also determined endogenously. Finally, we explore the policy implications of the model. Imposing a firing tax that is constant over time can destabilize the economy by causing fluctuations in the entry rate. Entry subsidies are found to be effective in stabilizing the entry rate and output.Business cycles ; Manufacturing industries",,entryexitandplantleveldynamicsoverthebusinesscycle,,True,72.0,True
331,6786248,,State-Level Wage AGI Gap for tax years 2000-2002,,,,Robert L. Brown,State-Level Wage AGI Gap for tax years 2000-2002,,,,,,,,,,,"Robert L. Brown, Ann E. Dunbar","The Bureau of Economic Analysis (BEA), under contract with the Internal Revenue Service (IRS) Office of Research, undertook an update of BEA’s state-level wage reconciliation for 2000 between BEA wages and salaries and IRS wages and salaries in Adjusted Gross Income. The initial reconciliation for the year 2000 was documented in the BEA Working Paper, The Feasibility of Producing Personal Income to Adjusted Gross Income (PI-AGI) Reconciliations by State. This study updates state estimates of the reconciliation of BEA and IRS wages and salaries for 2001 and 2002.",,statelevelwageagigapfortaxyears20002002,,True,41.0,True
332,6922428,,The Size and Scope of the Sports Industry in the United States,,,,Brad Humphreys,The Size and Scope of the Sports Industry in the United States,,,,,,,,,,,"Brad Humphreys, Jane Ruseski","We estimate the economic scope of the sports industry in the United States. Drawing on a variety of data sources, we investigate the economic size of sport participation, sports viewing, and the supply and demand side of the sports market in the United States. Estimates of the size of the sports industry based on aggregate demand and aggregate supply range from $44 to $73 billion in 2005. In addition, participation in sports and the opportunity time cost of attending sporting events are important, but hard to value, components of the industry.sports economics",,thesizeandscopeofthesportsindustryintheunitedstates,,True,64.0,True
334,6555133,,Productivity Growth and the Future of the U.S. Saving Rate,,,,Talan Iscan,Productivity Growth and the Future of the U.S. Saving Rate,,,,,,,,,,,Talan Iscan,consumption-income ratio; saving rate; medium-run; productivity growth; U.S.,,productivitygrowthandthefutureoftheussavingrate,,True,58.0,True
335,6887949,,The CPI for rents: a case of understated inflation,,,,Theodore M. Crone,The CPI for rents: a case of understated inflation,,,,,,,,,,,"Theodore M. Crone, Leonard I. Nakamura, Richard Voith","Until the end of 1977, the U.S. consumer price index for rents tended to omit rent increases when units had a change of tenants or were vacant, biasing inflation estimates downward. Beginning in 1978, the Bureau of Labor Statistics (BLS) implemented a series of methodological changes that reduced this nonresponse bias, but substantial bias remained until 1985. The authors set up a model of nonresponse bias, parameterize it, and test it using a BLS microdata set for rents. From 1940 to 1985, the official BLS CPI-W price index for tenant rents rose 3.6 percent annually; the authors argue that it should have risen 5.0 percent annually. Rents in 1940 should be only half as much as their official relative price; this has important consequences for historical measures of rent-house-price ratios and for the growth of real consumption.Consumer price indexes ; Rent ; Inflation (Finance)",,thecpiforrents:acaseofunderstatedinflation,,True,51.0,True
336,6867693,,An alternative definition of economic regions in the U.S. based on similarities in state business cycles,,,,Theodore M. Crone,An alternative definition of economic regions in the U.S. based on similarities in state business cycles,,,,,,,,,,,Theodore M. Crone,"Since the 1950s the Bureau of Economic analysis (BEA) has grouped the states into eight regions based primarily on cross-sectional similarities in their socioeconomic characteristics. This is the most frequently used grouping of states in the U.S. for economic analysis. Since several recent studies concentrate on similarities and differences in regional business cycles, this paper groups states into regions based not on a broad set of socioeconomic characteristics but on the similarities in their business cycles. The analysis makes use of a consistent set of coincident indexes estimated from a Stock and Watson-type model. The author applies k-means cluster analysis to the cyclical components of these indexes to group the 48 contiguous states into eight regions with similar cycles. Having grouped the states into regions, the author determines the relative strength of cohesion among the states in the various regions. Finally, the author compares the regions defined in this paper with the BEA regions.Business cycles ; Regional economics",,analternativedefinitionofeconomicregionsintheusbasedonsimilaritiesinstatebusinesscycles,,True,51.0,True
338,71936678,,Tampa Bay economy 04/02 (Winter 2004),,,,University of South Florida. Center for Economic Development Research,Tampa Bay economy 04/02 (Winter 2004),,,,,,,,,,,University of South Florida. Center for Economic Development Research,"High-Tech Jobs in Florida -- From the Editor -- Household Income Distribution in Tampa Bay, 1989-1999 -- Economic Contributions of the Finance and Insurance Sector in Florida\u27s High Tech Corridor and the Rest of Florida -- USF\u27s Basic Economic Development Course -- Market Analysis of Hillsborough County\u27s Community Development Block Grant Areas -- Update on CEDR\u27s Data Center",,tampabayeconomy04/02(winter2004),,True,40.0,True
340,6608408,,Regional disparities in the spatial correlation of state income growth,,,,Thomas A. Garrett,Regional disparities in the spatial correlation of state income growth,,,,,,,,,,,"Thomas A. Garrett, Gary A. Wagner, David C. Wheelock","This paper presents new evidence of spatial correlation in U.S. state income growth. We extend the basic spatial econometric model used in the growth literature by allowing spatial correlation in state income growth to vary across geographic regions. We find positive spatial correlation in income growth rates across neighboring states, but that the strength of this spatial correlation varies considerably by region. Spatial correlation in income growth is highest for states located in the Northeast and the South. Our findings have policy implications both at the state and national level, and also suggest that growth models may benefit from incorporating more complex forms of spatial correlation.Regional economics ; Income distribution",,regionaldisparitiesinthespatialcorrelationofstateincomegrowth,,True,53.0,True
341,12033583,,Highway capital expenditures and induced vehicle travel,,,,"Concas, Sisinnio",Highway capital expenditures and induced vehicle travel,,,,,,,,,,10.2139/ssrn.2062599,"Concas, Sisinnio","We investigate the effects of public capital investment on the demand for travel.  We define capital stock as a productive flow that accounts for the physical deterioration of infrastructure over time.  We present a framework where additions to capital stock only cover a portion of the long-run equilibrium level, and where policy decisions are dictated by expectations of economic and travel growth.  To the extent that these investments increase productivity, they generate induced travel.  Using a panel dataset at the state level for the period 1982-2005, we find that the elasticity of travel demand with respect to changes in state highway capital stock is equal to 0.041in the short run, while the long-run is 0.237.  Our results show that changes in capital expenditures in response to past levels of traffic are characterized by a three-year lag, suggesting that the investment response to changes in travel is slow to converge to the desired long-run levels",102139ssrn2062599,highwaycapitalexpendituresandinducedvehicletravel,,True,52.0,True
343,6371226,,A state level database for the manufacturing sector: construction and sources,,,,Robert S. Chirinko,A state level database for the manufacturing sector: construction and sources,,,,,,,,,,,"Robert S. Chirinko, Daniel J. Wilson","This document describes the construction of and data sources for a state-level panel data set measuring output and factor use for the manufacturing sector. These data are a subset of a larger, comprehensive data set that we currently are constructing and hope to post on the FRBSF website in the near future. The comprehensive data set will cover the U.S. manufacturing sector and may be thought of as a state-level analog to other widely used productivity data sets such as the industry-level NBER Productivity Database or Dale Jorgenson’s “KLEM” database or the country-level Penn World Tables, but with an added emphasis on adjusting prices for taxes. The selected variables currently available for public use are nominal and real gross output, nominal and real investment, and real capital stock. The data cover all fifty states and the period 1963 to 2006.Manufactures",,astateleveldatabaseforthemanufacturingsector:constructionandsources,,True,52.0,True
344,6376864,,Heterogeneity in Convergence Rates and Income Determination across U.S. States: Evidence from County-Level Data,,,,Andrew T. Young,Heterogeneity in Convergence Rates and Income Determination across U.S. States: Evidence from County-Level Data,,,,,,,,,,,"Andrew T. Young, Matthew J. Higgins, Daniel Levy","We utilize county-level data to explore growth determination in the U.S. and possible heterogeneity in growth determination across individual states. The data includes over 3,000 cross-sectional observations and 39 demographic control variables. We use a consistent two stage least squares estimation procedure. (We report OLS estimates as well.) The estimated convergence rate across the U.S. is about 7 percent per year – higher than the 2 percent normally found with OLS in cross-country, U.S. state, and European region samples. Estimated convergence rates for 32 individual states are above 2 percent with an average of 8.1 percent. For 29 states the convergence rate is above 2 percent with 95 percent confidence. For seven states the convergence rate can be rejected as identical to at least one other state’s convergence rate with 95 percent confidence. In examining the determinants of balanced growth path heights, we find that government at all levels of decentralization is negatively correlated with economic growth. Educational attainment of a population has a non-linear relationship with economic growth according to our estimates: growth is positively related to high-school degree attainment, seemingly unrelated to obtaining some college education, and then positively related to four-year degree or more attainment. Also, finance, insurance and real estate industry and entertainment industry are positively correlated with growth, while education industry is negatively correlated with growth. Heterogeneity in the effects of balanced growth path determinants across individual states is much harder to detect (or dismiss) than in convergence rates.Economic Growth, Income Convergence, Solow Growth Model, Balanced Growth Path, Heterogeneity in Convergence, Education and Growth, Size of Government and Growth, Consistent Estimation, County-Level Data",,heterogeneityinconvergenceratesandincomedeterminationacrossusstates:evidencefromcountyleveldata,,True,56.0,True
345,9314070,,Growth and Convergence across the US: Evidence from County-Level Data,,,,Matthew Higgins,Growth and Convergence across the US: Evidence from County-Level Data,,,,,,,,,,,"Matthew Higgins, Daniel Levy, Andrew Young","We use county data with 3,058 observations to study growth and convergence in the US. We assess the effect of 40 conditioning variables on the counties’ balanced growth paths. Using OLS and 3SLS-IV, the later yielding consistent estimates, we report estimates for the full sample and for metro, non-metro, and five regional samples. We find that (1) OLS yields convergence rates around 2 percent, but 3SLS yields 6–8 percent; (2) convergence rates vary across the U.S. E.g., Southern counties converge 2½ times faster than Northeastern counties; (3) government size at all levels (federal, state and local) is negatively correlated with growth; (4) the relation between educational attainment and growth is nonlinear; and (5) large finance, insurance and real estate industry, and entertainment industry is positively correlated with growth but the population share employed in education is negatively correlated with growth.Economic Growth, Convergence, Conditional Convergence, County- Level Data, 3SLS Instrumental Variables Estimate, Balanced Growth Path, Public Sector, Industry Composition, Educational Attainment",,growthandconvergenceacrosstheus:evidencefromcountyleveldata,,True,67.0,True
346,33611108,,Economic Analysis and Statistical Disclosure Limitation,,,,"Abowd, John M.",Economic Analysis and Statistical Disclosure Limitation,,,,,,,,,,,"Abowd, John M., Schmutte, Ian M","This paper explores the consequences for economic research of methods used by data publishers to protect the privacy of their respondents. We review the concept of statistical disclosure limitation for an audience of economists who may be unfamiliar with these methods. We characterize what it means for statistical disclosure limitation to be ignorable. When it is not ignorable, we consider the effects of statistical disclosure limitation for a variety of research designs common in applied economic research. Because statistical agencies do not always report the methods they use to protect conﬁdentiality, we also characterize settings in which statistical disclosure limitation methods are discoverable; that is, they can be learned from the released data. We conclude with advice for researchers, journal editors, and statistical agencies",,economicanalysisandstatisticaldisclosurelimitation,,True,53.0,True
347,6648789,,Where have all the factory jobs gone - and why?,,,,Theodore M. Crone,Where have all the factory jobs gone - and why?,,,,,,,,,,,Theodore M. Crone,"Over the past 30 years, the three states of the Third Federal Reserve District have lost more than one-third of their manufacturing jobs. And that job loss has accelerated over the past 15 years. Despite this, the region's manufacturing output has expanded over the same period, although much more slowly than the nation's. Why has the region's manufacturing sector lagged behind? In this article, Ted Crone looks at shifts in markets and differences in costs as possible culprits.Employment (Economic theory) ; Federal Reserve District, 3rd ; Manufactures",,wherehaveallthefactoryjobsgoneandwhy?,,True,55.0,True
348,6758820,,Modelling the overall personal income distribution in the USA from 1994 to 2002,,,,Ivan O. Kitov,Modelling the overall personal income distribution in the USA from 1994 to 2002,,,,,,,,,,,Ivan O. Kitov,"Numerical modelling of the personal income distribution (PID) in the USA from 1950 to 2003 is accomplished based on a microeconomic model for the personal income evolution. It is shown that the overall PID demonstrates the existence of some fixed hierarchical income distribution structure in the USA. The PIDs normalized to the total population and corrected for the per capita nominal GDP growth coincide for years from 1994 to 2002. The observed inflation plays a role of some specific mechanism returning the PIDs to the initial shape. The structure of the PID is accurately simulated by using a microeconomic model with some simple assumptions related to the distribution of capabilities to earn money and sizes of earning means – two measurable parameters introduced in the model. The evolution of the overall PID is also well predicted depending on nominal GDP growth from 1994 to 2002.personal income distribution, mean income, microeconomic modeling, USA, real GDP, macroeconomics",,modellingtheoverallpersonalincomedistributionintheusafrom1994to2002,,True,51.0,True
350,6887989,,Matching and learning in cities: urban density and the rate of invention,,,,Gerald Carlino,Matching and learning in cities: urban density and the rate of invention,,,,,,,,,,,"Gerald Carlino, Satyajit Chatterjee, Robert Hunt","This paper examines the role local labor markets play in the production of innovations. The authors appeal to a labor market matching model (á la Berliant, Reed, and Wang 2004) to argue that in dense urban areas, workers are more selective in their matches and are therefore more productive. They find that, all else equal, patent intensity (patents per capita) is 20 percent higher in a metropolitan area with an employment density (jobs per square mile) twice that of another metropolitan area. Since local employment density doubles nearly four times across their sample, the implied gains in inventive output are substantial. In addition, the authors find evidence of an optimal employment density, i.e., one that maximizes patent intensity, of about 2,150 jobs per square mile–roughly the level of Baltimore or Philadelphia. They also find that, all else equal, a city with a more competitive market structure, or one that is not too large (a population less than 1 million) will have a higher patent intensity. These findings confirm the widely held view that the nation's densest locations play an important role in creating the flow of ideas that generate innovation and growth. ; Superseded by Working Paper 06-14Patents ; Urban economics ; Employment (Economic theory)",,matchingandlearningincities:urbandensityandtherateofinvention,,True,53.0,True
351,12013117,,Robust Correlates of County-Level Growth in the U.S.,,,,"Higgins, Matthew",Robust Correlates of County-Level Growth in the U.S.,,,,,,,,,,10.2139/ssrn.984418,"Higgins, Matthew, Young, Andrew, Levy, Daniel","Higgins et al. (2006) report several statistically significant partial correlates with U.S. per capita income growth. However, Levine and Renelt (1992) demonstrate that such correlations are hardly ever robust to changing the combination of conditioning variables included. We ask whether the same is true for the variables identified as important by Higgins et al. Using the extreme bounds analysis of Levine and Renelt, we find that the majority of the partial correlations can be accepted as robust.  The variables associated with those partial correlations stand solidly as variables of interest for future studies of U.S. growth",102139ssrn984418,robustcorrelatesofcountylevelgrowthintheus,,True,51.0,True
353,9312520,,Many Types of Human Capital and Many Roles in U.S. Growth: Evidence from County-Level Educational Attainment Data,,,,Andrew Young,Many Types of Human Capital and Many Roles in U.S. Growth: Evidence from County-Level Educational Attainment Data,,,,,,,,,,,"Andrew Young, Daniel Levy, Matthew Higgins","We utilize county-level data to explore the roles of different types of human capital accumulation in U.S. growth determination. The data includes over 3,000 cross-sectional observations and 39 demographic control variables. The large number of observations provides enough degrees of freedom to obtain estimates for the U.S. as a whole and for 32 states in and of themselves. This data contains measures of educational attainment for four distinct categories: (a) 9 to11 years, (b) high school diploma, (c) some college and (d) bachelor degree or more. These variables represent human capital stocks for each and every county. This is a departure from much of the economic growth literature, which has (at least in part) relied on extrapolation of stocks from flows, e.g. school enrollment data. We use a consistent two stage least squares estimation procedure. We find that (i) the percentage of a county’s population with less than a high-school education is negatively correlated with economic growth, (ii) the percentage obtaining a high school diploma is positively correlated with growth, and (iii) the percentage obtaining some college education has no clear relationship with economic growth but (iv) the percentage that obtains a bachelor degree or more is positively correlated with growth. Further, we find that (v) there is significant qualitative heterogeneity in estimated coefficients across states for the 9 to 11 years and high school diploma categories but (vi) no qualitative heterogeneity for the college level categories. The most consistent conclusion across samples is that the percent of a county’s population obtaining a bachelor degree or higher level of college education has a positive relationship with economic growth. Oddly enough, despite findings (ii), (iv) and (vi) above, we find that the percentage of a county’s population employed in educational services is negatively correlated with economic growth.Human Capital Stock, Educational Attainment, Economic Growth, County Level Data",,manytypesofhumancapitalandmanyrolesinusgrowth:evidencefromcountyleveleducationalattainmentdata,,True,54.0,True
355,7143775,,"Population Aging, Elderly Migration and Education Spending: Intergenerational Conflict Revisited",,,,"Tosun, Mehmet S.","Population Aging, Elderly Migration and Education Spending: Intergenerational Conflict Revisited",,,,,,,,,,,"Tosun, Mehmet S., Williamson, Claudia R., Yakovlev, Pavel","Elderly have been increasingly targeted as a group to enhance economic development and the tax base in communities. While recent literature on elderly migration tends to focus on how elderly migration patterns are influenced by state fiscal variables, the reverse effect from elderly population on fiscal variables is very plausible. This paper reexamines the intergenerational conflict in education financing using U.S. state and county level data. We analyze how preferences for education spending might vary across different elderly age groups, an analysis that has not been explored before. We estimate the impact of elderly population and elderly migration rates on education spending using panel data and spatial econometric techniques. Our results broadly support the presence of intergenerational conflict and age heterogeneity in preferences for education spending among elderly migrants.population aging, elderly migration, education spending, intergenerational conflict",,populationagingelderlymigrationandeducationspending:intergenerationalconflictrevisited,,True,54.0,True
356,6579994,,Geographic Determinants of Hi-Tech Employment Growth in U.S. Counties,,,,Dan Rickman,Geographic Determinants of Hi-Tech Employment Growth in U.S. Counties,,,,,,,,,,,"Dan Rickman, Belal Fallah, Mark Partridge","This paper examines the spatial pattern of U.S. county employment growth in high-tech industries. The spatial growth dimensions examined include industry cluster effects, urbanization effects, proximity to a college, and proximity in the urban hierarchy. Growth is examined for overall high-tech employment and for employment in various high-tech sectors. Econometric analyses are conducted for a sample of all counties and for metropolitan and non-metropolitan counties separately. Among our primary findings, we do not find evidence of positive localization or cluster growth effects, generally finding negative growth effects. We instead find some evidence of positive urbanization effects and growth penalties for greater distances from larger urban areas.",,geographicdeterminantsofhitechemploymentgrowthinuscounties,,True,56.0,True
357,6517970,,Equilibrium of Land Values from Agricultural and General Economic Factors for Cropland and Pasture Capitalization in Georgia,,,,"Flanders, Archie",Equilibrium of Land Values from Agricultural and General Economic Factors for Cropland and Pasture Capitalization in Georgia,,,,,,,,,,,"Flanders, Archie, White, Fred C., Escalante, Cesar L.","Nonagricultural factors impact land values to cause a divergence of discounted cash rents for agricultural land and land values in Georgia. General economic factors are represented by per capita income in nonmetro areas. Cash rents for cropland and pasture have positive impacts on land values. Nonagricultural factors are stronger influences on land values than are cash rents. Greater effective demand exists for pasture than for cropland because pasture is subject to relatively more pricing pressure in northern counties with higher incomes and population. Increased land values have led to increased net wealth for Georgia agricultural producers.capitalization, cash rent, cointegration, equilibrium, error correction mechanism, land values, Land Economics/Use,",,equilibriumoflandvaluesfromagriculturalandgeneraleconomicfactorsforcroplandandpasturecapitalizationingeorgia,,True,48.0,True
358,645634413,,New Employer Payroll Taxes and Entrepreneurship,,,,"Guo, Audrey",New Employer Payroll Taxes and Entrepreneurship,,,,,,,,,,10.17848/wp24-410,"Guo, Audrey, Wallskog, Melanie","How costly are taxes for young firms? In this paper, we demonstrate that even small payroll taxes significantly distort entry, growth, and hiring decisions. First, leveraging cross-sectional variation in the taxes faced by new employers, we find that higher taxes discourage new firms from hiring their first workers, with an elasticity of the number of new employers to taxes of −0.1. Second, studying changes in taxes after entry, we find that higher taxes lead more firms to exit, while also reducing employment for those who survive and leading some firms to avoid taxes by using non-taxable contract labor",1017848wp24-410,newemployerpayrolltaxesandentrepreneurship,,True,68.0,True
359,6892208,,"South African manufacturing performance in international perspective, 1970-1999",,,,"Dijk, Michiel van","South African manufacturing performance in international perspective, 1970-1999",,,,,,,,,,,"Dijk, Michiel van","This paper analyses the historical performance of the South African manufacturing sector in an international perspective. After a brief overview of the industrialisation process of South Africa during the 20th century, a binary comparison of manufacturing output and productivity between South Africa and the US is presented. The industry-of-origin approach is used to construct unit value ratios (UVRs), as an alternative to the exchange range for converting US and South African output data into the same currency. Subsequently, the UVRs are used to estimate labour and total factor productivity levels for total manufacturing and 13 manufacturing branches for the period 1970-1999 in comparison to the USA. Next, these results are used to compute relative unit labour costs, which shed light on the international competitiveness of the South African manufacturing sector at a detailed level. The study is part of the International Comparisons of output and Productivity (ICOP) project carried out at the universities of Groningen and Eindhoven. We find that there exists a considerable labour and total productivity gap between the US and South Africa, which is continuously widening over time. In 1970, labour productivity stood at 32 percent of US level, while it was only 20 percent in 1999. With respect to relative unit labour costs, the results show that on average, South Africa is competitive with the USA, albeit there are some industries which show consistent relative unit labour costs above US level.",,southafricanmanufacturingperformanceininternationalperspective19701999,,True,52.0,True
