title,abstract,source,is_fsrdc
Business dynamics of innovating firms: Linking U.S. patents with administrative data on workers and firms,"Abstract This paper discusses the construction of a new longitudinal database tracking inventors and patent‐owning firms over time. We match granted patents between 2000 2011 to administrative databases workers housed at U.S. Census Bureau. use inventor information in addition patent assignee firm name improve on previous efforts linking firms. The triangulated allows us maximize rates provide validation for large fraction matches. In this paper, we describe explore basic features data. find patenting firms, particularly young disproportionally contribute jobs economy. that is relatively rare event among small but most are nevertheless small, not as an youngest compared oldest Although manufacturing more likely than other sectors, services wholesale sectors. These data product collaboration within Department Commerce, Bureau Patent Trademark Office.",step2,True
Business Dynamics of Innovating Firms: Linking U.S. Patents with Administrative Data on Workers and Firms,"This paper discusses the construction of a new longitudinal database tracking inventors and patent-owning firms over time. We match granted patents between 2000 2011 to administrative databases workers housed at U.S. Census Bureau. use inventor information in addition patent assignee firm name improve on previous efforts linking firms. The triangulated allows us maximize rates provide validation for large fraction matches. In this paper, we describe explore basic features data. find patenting firms, particularly young disproportionally contribute jobs economy. is relatively rare event among small but that most are nevertheless small, not as an youngest compared oldest While manufacturing more likely than other sectors, services wholesale sectors. These data product collaboration within Department Commerce, Bureau Patent Trademark Office.",step2,True
"Environment, Business and the Firm","AbstractFrom wind turbines and renewable energy landscapes to environmental talks at the UN summits in Copenhagen (2009) and Cancún (2010), there is growing interest in the links between business and the environment. Much geographical work has critically focused on state‐environment links, while economic geographers have attempted to theorize the emergence of markets and economies, in part through understanding the economy through a relational, cultural lens. However, while there has been significant work on critical approaches to the environment and capitalism, there has been a lack in explicit focus on the firm and its role, firstly, in mediating economic‐environmental relations, and secondly in the production of specific environmental outcomes. Drawing on literatures on cultural political economy (CPE), Science and Technology Studies (STS), Actor Network Theory (ANT) and political ecology, the paper argues for a reincorporation of the firm into critical work on the environment in geography, and proposes three ways in which the firm can be usefully theorized in such work: as a relational economic and cultural actor, as a sociotechnical mediator, and as the producer of hybrid socionatures.",step2,True
Beyond the Great Recession: Labor Market Polarization and Ongoing Fertility Decline in the United States,"In the years since the Great Recession, social scientists have anticipated that economic recovery in the U.S., characterized by gains in employment and median household income, would augur a reversal of declining fertility trends. However, the expected post-recession rebound in fertility rates has yet to materialize. In this study, I propose an economic explanation for why fertility rates have continued to decline regardless of improvements in conventional economic indicators. I argue that ongoing structural changes in U.S. labor markets have prolonged the financial uncertainty that leads women and couples to delay or forego childbearing. Combining statistical and survey data with restricted use vital registration records, I examine how cyclical and structural changes in metropolitan-area labor markets were associated with changes in total fertility rates (TFR) across racial/ethnic groups from the early 1990s to the present day, with a particular focus on the period between 2006-2014. The findings suggest that changes in industry composition – specifically, the loss of manufacturing and construction businesses – have a larger effect on TFR than changes in the unemployment rate for all racial/ethnic groups. Since structural changes in labor markets are more likely to be sustained over time, in contrast to unemployment rates which fluctuate with economic cycles, further reductions in unemployment are unlikely to reverse declining fertility trends.",step2,True
How Large are the Social Returns to Education? Evidence from Compulsory Schooling Laws,"Average schooling in US states is highly correlated with state wage levels, even after controlling for the direct effect of on individual wages.We use an instrumental variables strategy to determine whether this relationship driven by social returns education.The instrumentals average are derived from information child labor laws and compulsory attendance that affected men our Census samples, while quarter birth used as instrument schooling.This results precisely estimated private education about seven percent, small returns, typically less than one not significantly different zero.",step2,True
How Large Are The Social Returns To Education? Evidence From Compulsory Schooling Laws,"Average schooling in US states is highly correlated with state wage levels, even after controlling for the direct effect of on individual wages. We use an instrumental variables strategy to determine whether this relationship driven by social returns education. The instrumentals average are derived from information child labor laws and compulsory attendance that affected men our Census samples, while quarter birth used as instrument schooling. This results precisely estimated private education about seven percent, small returns, typically less than one not significantly different zero.",step2,True
Monopolistic Competition and Economic Realism,"From one of the outstanding theorists in the field of economics to-day, Professor Pigou himself, we have the statement that, if economics is to be more than “merely an amusing toy”, it must be “realistic”, in the sense that its “interest is concentrated upon the world known in experience”, and “fruit-bearing”, in the sense that its ultimate objective is to contribute to the attainment of “practical results in social improvement”. Few will disagree with a general statement of this sort; yet none of us can fail to be conscious of the difficulties involved in maintaining a really close and useful relationship between our theoretical analyses and the most urgent practical problems of the economic world around us. It is with these difficulties and with the effect upon them of recent theoretical developments that this paper is primarily concerned.",step2,True
Identifying the effect of the Supplemental Nutrition Assistance Program eligibility/purchasing-power policies on labor-market and health outcomes,"This project will use the Federal Statistical Research Data Center (FSRDC) system to link restricted-use SNAP and WIC micro-level administrative datasets to the 2000 Decennial Census, 2010 Decennial Census, 2005-present American Community Survey (ACS), and the Social Security Administration Numident file. Summarizing this project’s activities, after initial data linkages, we will develop descriptive analysis on the relationship between SNAP distribution dates and labor market and health outcomes. Then, this project will leverage program eligibility cutoffs for SNAP, and program policy variation in SNAP-Ed to causally identify the effect of SNAP/WIC on labor market (e.g., employment and income) and health outcomes (e.g., hospitalization and mortality). Despite the restricted-use micro-level SNAP/WIC datasets being non-comprehensive in terms of state-year coverage, we have identified several examples of program administration variation (with the state-years available) that we can leverage to estimate causal effects. There are three main analyses in this study, which is funded by the Robert Wood Johnson Foundation Food and Health Research Using the Consumer Food Data System 2022 CFP. First, the effect of WIC age eligibility cutoff on labor market and health outcomes. Children younger than 5 are eligible for WIC. This project will use a Regression Discontinuity Design to compare WIC-using individuals who are just young enough to still be eligible to former WIC individuals who are just too old. We will test outcomes for both child and parent. We hypothesize increased parental labor market participation and income, as well as increased hospitalization and mortality (for both the parent and the child). We will compare with other econometric designs. Second, we will examine the effect of SNAP work requirements on labor market and health outcomes. SNAP has two work requirements. This project will use a Regression Discontinuity Design to compare SNAP-users who are just old enough to be excused from the WRs to individuals just young enough to not be excused. We hypothesize increased eligibility reduces labor market participation and income, but may also reduce hospitalization and mortality. Third, we will examine the effect of the SNAP education (SNAP-Ed) Program. The goal of SNAP-Ed to teach people how to make SNAP dollars effective through nutrition education classes, social marketing campaigns, etc. SNAP-Ed is implemented through partnerships with state and local organizations, which creates state, county, and year administration variation. We will use standard TWFE DID and dynamic estimates to examine the effect of a variety of policies on labor market and health outcomes. For example, we hypothesize that the use of SNAP will increase in the years after a county is targeted for SNAP-Ed, as will labor market and health outcomes. Furthermore, the extensive longitudinal micro-level linkages will facilitate the examination of specific mechanisms for observed effects, such as educational attainment, family formation, migration, and hospitalization, all of which are testable.",step2,True
Trade Sensitive Manufacturing Employment: Some New Insights," Persistent trade deficits in the United States since 1971, and growing foreign competition have revived debate about the net effects of trade on the domestic economy. Focusing on the employment consequences of trade, this study examines the demographic and industrial characteristics of trade sensitive manufacturing industries in the United States. The findings reveal two significant trends. Firstly, there has been a decline in the importance of high-tech manufacturing as a source of trade related employment opportunities since 1975. Secondly, while trade enhanced industries still employ relatively fewer women and minorities than industries adversely affected by trade, the gap has narrowed, especially for women. Since 1975, the proportion of all women employed in adversely affected industries actually declined; for every 1 percent decline in female employment in an adversely affected manufacturing industry there was a corresponding 0.6 percent gain in employment in a trade-enhanced manufacturing industry. ",step2,True
The gendered impacts of delayed parenthood on educational and labor market outcomes: a dynamic analysis of population-level effects over young adulthood,"Later parenthood is often beneficial for women, but less known about its impact on men.As first births continue to occur later in life, it important understand whether this delay influences the educational and labor market outcomes of women men differently, how changes socioeconomic characteristics children's parents at birth.However, education, employment, fertility are linked, implying that complex models required order analyze time-varying impacts delayed parenthood.We use dynamic longitudinal Finnish data how, through which mechanisms, a material likely influence over young adulthood.A three-year young-adult all increases enrollment their early 20s, employment late partly due higher education income 30s.The same more modest, almost negligible suggesting exacerbates advantage attenuates men.However, strengthens standing both when they become parents, essentially accumulation effects.",step2,True
Immigration and Intimate Partner Violence,"Drawing from a feminist and ecological perspective, intimate partner violence, also known as domestic violence, is abuse that occurs in intimate relationships regardless of culture, race/ethnicity, or sexual orientation and involves behaviors used by one person to gain or maintain power and control over the other person. These types of abuse and characteristics of abuse include psychological, physical, sexual, verbal, or economic abuse, or isolation. Targeted victims in intimate partner violence incidences are predominantly women. According to the ecological model, intimate partner violence manifests at four levels, including individual, relationship, community, and societal. During the 1970s in the United States, recognition of intimate partner violence as a community problem affecting millions of American Caucasian women was apparent. Since that time increasing numbers of foreign-born individuals have resulted in increased prevalence of intimate partner violence among different groups of women (e.g., African women, Asian women, Southeast Asian women, Latinas, immigrant women, refugees) living in the United States. In addition, the intersection between intimate partner violence and immigration-related implications has increased for one particular group of women living in the United States: immigrant Latinas (i.e., approximately one in three Latinas have experienced physical violence by an intimate partner in their lifetime). This is partly due to the increase of Latinos migrating to the United States from Mexico, Central American countries, and other Spanish-speaking countries. According to the 2016 US census, Latinos are the largest and fastest-growing minority group in the United States. The majority of Latinos currently reside in large states and distinct geographical parts of the United States (e.g., California, Texas, New York, Southwestern and Eastern states). In the early 21st century, the Southeastern (e.g., state of North Carolina) and Midwestern (e.g., state of Iowa) parts of the United States have seen an increase in the Latino population. The criminal justice system’s involvement and efforts to mitigate intimate partner violence among migrant populations are noteworthy.",step2,True
The Relation between Business Property Values and Local Property Taxes,"ABSTRACT
               This study examines the relation between commercial and industrial property values and local property taxes using 1999 to 2009 data for the state of Georgia. Results show a negative relation between commercial values and property taxes, consistent with the new view of capital tax prediction that these taxes are borne, at least in part, by property owners. Incidence estimates show very high to full capitalization. There is little evidence of a relation between industrial property values and property taxes, contrary to prior research. This study is the first to provide empirical evidence of differences in commercial and industrial property tax incidence. The study contributes to the understanding of the capitalization of business taxes, which has been the subject of very little prior research. The results can inform policymakers who consider trade-offs in tax revenue needs, economic development, and issues of fairness in their localities.",step2,True
Global Commodity Chains and Global Value Chains,"A commodity chain refers to “a network of labor and production processes whose end result is a finished commodity.” The attention given to this concept has quickly translated into an expanding body of global chains literature. Research into global commodity chains (GCC), and later global value chains (GVC), is an endeavor to explain the social and organizational structure of the global economy and its dynamics by examining the commodity chains of a specific product of service. The GCC approach first emerged in the mid-1980s from world-system research and was reformulated in the early 1990s by development scholars. The development-oriented GCC approach turned the focus of GCC analysis to actor-centered processes in the global economy. One of the initial criticisms facing the GCC approach was its exclusive focus on internal conditions and organizational linkages, lacking systemic attention to the effect of domestic institutions and internal capacity on economic development. Other critics pointed to the narrow scope of GCC research. With the huge expansion in global chains literature in the past decade—not only in volume but also in depth and scope—efforts have been made to elaborate the global chains framework and to render it industry neutral, as partly reflected in the adoption of the term “global value chains.” Three key research themes surround these recent evolutions of global chains literature: GVC governance, “upgrading,” and the social construction of global value chains. Existing literature, however, still has theoretical and methodological gaps to redress.",step2,True
Building a Smarter Safety-Net: Evidence of Offsets between the SNAP and Medicaid Programs,"There is a growing consensus that reducing health inequalities requires not only
improvements in how we provide medical care, but also addressing the social
determinants of health at the root of inequalities. There is, however, less evidence on
how government-funded social service programs, many of which are designed to
address social determinants, interact to affect health. In this proposal, we examine
whether changes in SNAP eligibility, an important source of nutritional assistance for
many low-income families, impact patterns of health service use and health outcomes
among Medicaid beneficiaries. To do this, we construct a novel data linkage of
administrative Medicaid and SNAP datasets. Using this linked data, we will evaluate two
natural experiments that lead low-income families to acquire or lose SNAP benefits. In
the first experiment, we use a regression discontinuity design to estimate the effect of
acquiring SNAP on care and outcomes for the near-elderly. In the second experiment, we
leverage enrollment term limits to estimate the effect of the loss of SNAP benefits on
intermediate health outcomes. In a related set of policy simulations, we examine the
effects of SNAP eligibility on joint state spending across the SNAP and Medicaid
programs collectively. We also examine the impact of SNAP eligibility on income-based
disparities in health. These analyses will yield actionable information for policymakers in
two key ways. First, it provides much needed comprehensive evidence on the state-level
return to investments in SNAP, an important parameter for policymakers. Second, it
directly informs existing federal policy proposals that threaten to reduce the generosity
of the SNAP program.",step2,True
International Trade Friction and Firm Disclosure Tone: Evidence from China," Synopsis  The research problem  This study examines whether international trade friction has an impact on firm disclosure tone.  Motivation  The past two decades have witnessed a large amount of trade friction worldwide. Under this background, the impact of trade friction on microenterprises is of great concern to researchers. Previous studies have shown that trade friction is related to firm operating or financial activities such as performance, investment, stock prices, loan financing, and employment. However, there are no published papers about how trade friction impacts the disclosure behaviors of firms subject to the friction. This study attempts to fill this void by investigating whether firms manage disclosure tone when they are subject to trade friction.  The test hypotheses  We test two competing hypotheses in this study. Our first hypothesis is that firms impacted by trade friction increase the positive tone of their information disclosure. Second, firms impacted by trade friction decrease the positive tone of their information disclosure.  Target population  This study should be of interest to firm managers, investors, creditors, and policy makers.  Adopted methodology  Ordinary least squares regressions and archival data.  Analyses  We conducted this study by using a sample of listed firms in China. Over the past two decades, China has been the world’s largest country subject to trade frictions. In addition, China’s weak institutional environment and language habit provide an ideal setting for this study. Firm disclosure tone is measured as the frequency difference between the positive and negative words scaled by total words in an annual report. We tested whether there is a positive/negative association between trade friction and firm disclosure tone.  Findings  We find that firms strategically increase their positive tone in annual reports when they are subject to trade friction. Further analyses reveal that the impact of trade friction on disclosure tone is more pronounced for smaller firms, firms with more financial constraints, and firms with less analyst following. In addition, this impact is attenuated when firms have stronger corporate governance. Finally, we show that using more positive tones help firms subject to trade friction improve short-term market valuation, obtain more bank loans, and have lower cost of debt. ",step2,True
Determine realistic hedged dynamic electricity tariffs for utilities,"This project aims to explore the feasibility of hedged dynamic electricity tariff designs for Swiss utilities and households, ensuring both economic viability for utilities and public acceptance. This first part investigates which tariff structures are considered feasible by utility companies and the reasons behind their preferences, using interviews. It employs a qualitative research design, using semi-structured interviews with 4-6 representatives from Swiss utilities involved in electricity pricing and tariff design.",step2,True
Economic ecosystems,"The first Russian monograph on the systematic description of economic ecosystems. Econometrics is presented as a concept for analyzing the economy of a digital society and describes the principles of using digital technologies. The influence of social networks on the development of business processes, as well as regional and substantive differentiation of social networks are discussed. The author's theory of ecosystem analysis is presented. The stakeholder and analytical models of the company's ecosystem are considered. The author's development of the potential for digitalization of the company's ecosystem is presented. The development of a shared economy in the social sphere and the development of crowdlanding platforms were discussed. The author's theory of the analysis of equity economy instruments is presented. The institutional configuration of urban ecosystems is considered. The evolution of ecosystem projects of smart cities is presented.
It is addressed to researchers and university professors specializing in the fields of economic theory, institutional economics, regional economics, microeconomics and minieconomics.",step2,True
Exploring Neighborhood-Level Environmental Justice to Tackle County-Level Disparities in Breast Cancer Outcomes,"Breast cancer is a disease in which cells, originating from the breast epithelium, grow out of control and form tumors. The progression of breast cancer can vary, and its severity is often categorized by stages ranging from early, localized forms to more advanced stages involving widespread dissemination. Breast cancer cases can be hereditary or non-hereditary; Hereditary cases are caused by a penetrant gene mutation: one that is pathogenic and has the potential to promote the development of cancer whereas non-hereditary cases can be caused by a variety of day-to-day exposures affected by socioeconomic disparities and health literacy rates. Despite scientific and technological advancements, researchers and health officials still do not know enough about the disease and breast cancer incidence rates in the United States have steadily increased. This literature review aims to synthesize the relationship between breast cancer health outcomes and environmental justice, health literacy, and socioeconomic disparities. This relationship was first examined from a county-level in the state of Florida. We first examined three Florida counties with varying socioeconomic profiles (Broward, Miami-Dade, and Palm Beach) and then examined neighborhoods within the county of Miami-Dade (selected because it has the highest breast cancer rates out of all Florida counties). This examination revealed higher incidences of breast cancer in Latinx and African American communities with high environmental exposures and lower socioeconomic statuses. The identification of specific neighborhoods primarily affected by environmental exposures and low socioeconomic statuses emphasizes the need for neighborhood level modeling to inform future breast cancer research and intervention strategies.",step2,True
"Industrial Relations Reform, Firm‐Level Bargaining and Nominal Wage Floors","We investigate the impact of the 2011 industrial relations reform in Greece that made firms with less than 50 employees eligible to participate to firm‐level bargaining. Matching administrative contractual data with longitudinal firm‐level data we identify firms affected and not affected by the reform. We find that during the first post‐reform year, affected firms with less than 50 employees experienced a 4.8 per cent increase in the probability of firm‐level contracting and a 12 per cent drop in wage floors relative to not affected firms. We also report estimates regarding the post‐reform employment effect of firm‐level bargaining.",step2,True
The Geography of Gentrification and Residential Mobility,"AbstractGentrification research often starts with the hypothesis that gentrification causes displacement of a neighborhood’s original residents, particularly low-income and vulnerable residents. Recent research based on large-scale quantitative data suggests that the displacement effects of gentrification for low-income residents evident from case studies and qualitative data are modest at the macroscale. We use geocoded microdata from the American Community Survey to investigate the association between gentrification and residential mobility in the 2010s, the time period following the Great Recession. Our large national sample allows us to consider heterogeneity in the association between gentrification and residential mobility, investigating differential association by distinct clusters of metropolitan areas. We find a modest positive significant association between moderate and intense gentrification and residential mobility in our full national sample. The national estimates, however, mask considerable heterogeneity in the association between gentrification and residential mobility in different types of metropolitan areas. College Town and Retirement Destination metros see the largest positive association between gentrification and residential mobility, while Large Coastal and Large Southern/Midwestern metros experience a more modest positive association. We find weak or no significant association in Inland Empire/Texas Border metros. We heed a call for more investigation of heterogeneity in neighborhood processes across different contexts.",step2,True
School Closures and Rural Population Decline*,"AbstractSince 1998, more than 6,000 public schools have closed in rural U.S. counties. Very little research considers how these school closures impact the future growth (or decline) of rural communities. Given rural schools' importance to parents, local labor markets, and civic life, closures could trigger or reinforce population loss. On the other hand, the configuration of schools may simply be a consequence of population loss and not a cause. This paper tests these hypotheses using records from the Common Core of Data (CCD) and U.S. Census. Employing an instrumental variable analysis that exploits exogenous variation in school district boundaries and a difference‐in‐difference design that groups counties by propensity scores, I find that school closures induce population loss in many—but not all—cases. Specifically, counties with the lowest propensities to close schools experience the largest negative effects on population. This finding suggests that policymakers often overlook potentially important unintended consequences of school consolidation in rural communities.",step2,True
The effect of rural school closures on population,"Since 1998, more than six thousand public schools have closed in rural U.S. counties. Very little research asks how these school closures impact the future growth (or decline) of rural communities. Given that school districts are often the leading employers in rural areas, closures could trigger or reinforce population loss. On the other hand, rural reformers in the past have advocated for school consolidation as a way to transform rural communities into more centralized and sustainable places that retain more residents over the long run. Finally, the configuration of schools may simply be a consequence of population loss and not a cause. This paper tests these three hypotheses using records from the Common Core of Data (CCD) and U.S. Census. I employ an instrumental variable analysis that exploits exogenous variation in school district boundaries and a difference-in-difference design of matched counties.",step2,True
Global agricultural supply chains under tariff‐rate quotas," The tariff rate quota (TRQ) is a widely utilized market access instrument in global agricultural trade that allows a predetermined quantity of a product to be imported at a lower tariff rate than the usual rate. This study examines the design and administration of TRQ systems from an operations management perspective and analyzes their impact on market access, fill rates, and revenue for policymakers. We investigate the two most common TRQ administration methods, namely, licensing and first‐come, first‐served (FCFS) systems. We characterize the Nash equilibria (NE) of importers' strategies and observe how information delays and lead times can result in under‐utilization (i.e., imports being less than the quota limit) in licensing and over‐utilization (i.e., imports exceeding the quota limit) in FCFS TRQ systems. We introduce a dual TRQ system and demonstrate its superiority over licensing and FCFS systems. We study the effects of stock‐keeping options through customs‐bonded warehouses and the choice of logistics channels on arrival patterns and fill rates. We conduct a case study of the United Kingdom and the European Union imported beef market using customs data. Our numerical study provides an explanation for the suboptimality of the current TRQ systems and proposes modifications to transform the existing systems. Our findings offer practical directions for agricultural traders to reassess their supply chain strategies by considering the logistical implications of TRQ systems and understanding their competition. This study also urges policymakers to adopt an integrative approach in (re)designing TRQ systems, recognizing the pivotal role of supply chains in global agricultural trade. ",step2,True
Will hysteresis effects afflict the US economy during the post-COVID-19 recovery?,An important property of hysteresis is that temporary events sufficient magnitude can have permanent effects. The COVID-19 recession in the US was both and extremely deep. This invites hypothesis had effects on economy as a result hysteresis. We investigate this by focusing aggregate activity – actual potential searching for signs possible adverse data generated first two to three years recovery from recession. Results suggest few such exist. conclusion emerges levels will emerge largely unscathed longer term short-term adversities associated with,step2,True
"The economy, Covid-19, and Trump","Will the Covid-19 crisis affect the outcome of the 2020 US Presidential election beyond partisanship and other well-known determinants of electoral outcomes? And if so, why? The global Coronavius outbreak is an unprecedented crisis affecting various politically relevant areas. Firstly, it is a health crisis, with unseen consequences in fatalities and pressures on national health systems, putting enormous expectation and strain on national governments to manage this crisis. Secondly, the economic consequences of the pandemic far surpass the impact of the financial crisis in 2008, with national debt mounting, GDP plummeting, and unemployment rising. Thirdly, the crisis has led to an unparalleled impact on the openness of international borders, with many questioning the sustainability of open borders and pointing out international flows of people as spreaders of the pandemic. 

In these extraordinary times, elections become even more unpredictable than usual. Here we argue that there is not just one expected impact of the Coronavirus outbreak on the electoral fate of Donald Trump. Based on classic theories of voting behavior, we expect that some aspect of this crisis might help him, while others might harm him. More specifically, this project tests which aspect related to the global pandemic will impact the vote for Donald Trump and why. 

The research question motivating our study is important for two reasons. Firstly, the vote drivers for Donald Trump, an atypical candidate in recent American history, are still a matter of controversy in political science (Hooghe and Dassonneville 2018). The significance of the Trump administration for the nature of American values and resilience of liberal democracy are a matter of intense debate, highlighting the importance of this case study. Moreover, Trump’s double status as both a populist outsider and a presidential incumbent make this case particularly interesting. While populist entrepreneurs are expected to benefit from some forms of economic anxiety and disaffection with the political system (De Vries and Hobolt 2020), incumbent candidates are expected to be electorally punished in bad economic times (Duch and Stevenson 2008). Disentangling which of these dynamics is at play is an empirical question to be resolved.

Secondly, this research question is also relevant for comparative scholars and beyond the specific interest on Trump’s electoral fortunes. The impact of economic and political crises on populist radical right and anti-immigrant narratives remains surprisingly controversial in previous scholarly literature. While some authors document a relationship between recessions and populist voting (Jackman and Volpert 1996; Hobolt and Tilley 2016), others find that the relationship is actually negative (Knigge 1998; Arzheimer and Carter 2006), insignificant (Lubbers, Gijsberts and Scheepers 2002), or conditional on other systemic factors (Golder 2003; Arzheimer 2009; Dancygier 2010). Similarly, the literature analyzing public support for liberal democracy has reached contradictory conclusions regarding the impact of the economy (Christmann and Torcal 2017).

The impact of a major economic downturn is one of the central ramifications of the Covid-19 pandemic, and taps into some of the most pressing puzzles in contemporary studies on populism and voting behavior. However, we will also study the impact of other potential channels connecting the pandemic with political outcomes: anxieties about immigration in a global and presumably dangerous world (i.e. narratives about the ‘Chinese virus’ or the virus spreading globally via open borders and international travelling routes), and the political management of the pandemic (with the US having the highest death toll in the world). The role of anti-immigrant reactions is particularly important, as they have been singled out as the main driver of Trump’s victory in 2016 (Hooghe and Dassonneville 2018; Reny et al. 2019). Determining whether economic explanations shape populist voting more or less than cultural anxieties, anti-immigrant attitudes, perceptions of political competence or, simply, partisanship, is an important question for comparative scholars these days.

This study will present the results of a survey experiment in the US manipulating the saliency of economic conditions, immigration flows, and the management of the Covid-19 pandemic on vote intention during the 2020 US Presidential campaign.",step2,True
Oral intake management in laboring woman : A scoping review,"INTRODUCTION
Labor is a period of high fluid and energy expenditure, which may lead to increased pain and negative birth experiences. Insufficient intake of energy during labour may cause maternal hypoglycaemia and augmented lipolysis, increased oxidation of fatty acids and consequently enhanced production of ketone bodies, which has a certain probability of causing prolonged labor, increased cesarean section rate, neonatal hypoglycemia, metabolic acidosis and other adverse outcomes. Parturients remain awake during labor and have the ability to express their own will, excessive dietary restrictions may cause negative emotions such as unhappiness and stress.
In 1997, the World Health Organization reviewed existing data and recommends that health care providers should not interfere with a woman’s desire for oral intake during labor. Proper oral intake during labor can help shorten labor process, supplement carbon water and isotonic solution, which can stabilize blood sugar and electrolyte levels, reduce the incidence of hypokalemia. It has also been shown that proper oral intake can in turn improve the stressful state of parturients, which achieve a synergistic effect between mind and body. 
Oral intake includes carbohydrates, sugar-sweetened beverages, high-protein beverages, nutritional preparations, energy beverages, etc. In China, most content of the oral intake management during labor are arranged according to the personal wishes of the women, among which chocolate is the first choice, followed by sport drinks. In addition to chocolate, carbohydrate diet also includes bread, cake, noodles, etc. However, since the intake of solid food is not convenient for emergency cesarean section, it is often not recommended and has not shown significant advantages in many comparative studies. Sugary beverages, including orange juice, grape juice, and honey syrup, can both replenish water and sugar intake for energy, improving maternal metabolism and satisfaction. High-protein beverages such as enteral nutrition preparations, compared to conventional diets, have certain advantages in terms of nutritional value, absorption, portability, and preparation compared to conventional diets.
In 2007, the obstetric guideline of the American Society of Anaesthesiologists published that the oral intake of solids during labour increases maternal complications and solid foods should be avoided in parturients. It also recommended that modest amounts of clear liquids (such as water, clear tea, black coffee and sports drink) may be allowed for uncomplicated parturients. In 2013, the American College of Obstetricians and Gynecologists and the American Society of Anesthesiologists recommended the modest amounts of clear liquids may be allowed for uncomplicated parturients but that solid foods should be avoided. Moreover, it also recommended parturients with risk factors for aspiration (such as morbid obesity, diabetes, and difficult airway, or parturients at increased risk for operative delivery) may require further restrictions of oral intake determined on a caseby-case basis. But how to supplement is not yet clear exactly defined.
Several studies tried to identify what types of food and drink are proper for low-risk women in labor. Sperling et al summaried recommendations of professional organizations and proposed, considering the rarity of aspiration events, eating low residue foods (biscuits, toasts, cereals) during labor should not be restricted if low-risk parturients understand the risks and obtain appropriate consent. Ciardulli et al conducted a meta-analysis of 12 studies found that less-restrictive food (mostly carbohydrates) intake is associated with a shorter duration of labor and  does not increase the incidence of vomiting. Kearney et al collated evidence-based guidelines for intrapartum hydration to assess maternal hydration during labor, but no recommendations with respect to assessment and management of hydration for women in labor were found. 
Within this context, the aim of this scoping review was to synthesize the form and content of oral intake management during labour, to identify the impact on birth outcomes and provide a reference for future research and clinical practice.",step2,True
Asian Americans in the Labor Market: Public Policy Issues,"Asian American/Pacific Islander public policy issues in the labor market are examined using the 2000 Census PUMS (Public Use Micro Sample) data.  AAPI labor market problems raised by earlier studies are revisited with the more recent data.  Southeast Asians, Vietnamese, Native Hawaiians, and Pacific Islanders continue to face problems of poverty/low income, unemployment, and discrimination in occupations and earnings.  Many API groups are less likely to be employed in managerial occupations controlling for factors such as education and potential experience.  New policy issues suggested by the data are lower rates of self-employment for many APIs compared to non-Hispanic whites as well as lower rates of homeownership by all API groups compared to non-Hispanic whites.",step2,True
Public Health Nationalism? A Pre-Analysis Plan,"China and the United States have pursued substantially different approaches to Covid-
19 policies, with Chinese efforts focused more on minimizing cases even if it means more
restrictions and Americans on minimizing restrictions even if it means more cases. Do
the preferences of their citizens differ as substantially as the policies enacted by their
leaders? If they do differ, to what extent do they reflect top-down (citizens basing
preferences on national cues) versus bottom-up (citizen preferences reflecting personal
ideas about freedom and risk etc.) factors? We explore these questions through a
multistage conjoint design embedded in two parallel surveys conducted in the United
States and China in April and May 2022. In the first stage, respondents are asked to
compare pairs of unnamed, hypothetical Covid-19 policy profiles and indicate which
profile they prefer. In the second stage, we present respondents with profiles of actual policies implemented by the United States and China and ask them to compare
the two. However, the countries are only named in the treatment group; they remain
unnamed in the control group. This two-stage designs allows us to estimate \country
priming effects"" (CPEs), obtained by netting the average marginal component effects
(AMCEs) for policy attributes, estimated in the first stage, from the raw treatment
effects of the second stage. We expect this CPE to be positive on average and that
pairwise difference is the largest for the U.S.-China comparison relative to other pairs
of country comparison. Our study elucidates the role of nationalism in driving citizen
support for public health policies.",step2,True
